Word,Processed Result
ঝুরঝুরে,ɟʰurɟʰure
অকল্যাণকারিণী,ɔkollænkarini
ফরকানো,pʰɔrkano
ফিরকা,pʰirka
বর্ণ,bɔrno
বলবিন্যাস,bolbinnaʃ
চুনারি,cunari
গোলার্ধ,golard̪ʰo
তোহএ,t̪ohe
কূলঙ্কষ,kuloŋkoʃ
ধৃতবর্মা,d̪ʰrit̪obɔrma
বমবম,bɔmbɔm
অল্পায়ুধ,ɔlpaɟɟud̪ʰ
ছাড়ানো,cʰaɽano
গাব-দেওয়া,gab-d̪eo̯ʷa
জড়প্রকৃতি,ɟɔɽoprokrit̪i
নির্ণয়,nirnɔʲ
কাঠাম,katʰam
স্বেচ্ছাপ্রণোদিত,ʃeccʰapronod̪it̪o
তিরোভাব,t̪irobʰab
ঠেকারে,tʰekare
আগরি৩,agriri
বেজি,beɟi
গিলোটীন,gilotin
বাতিক,bat̪ik
আঁটাআঁটি,ataati
মনমাতানে,monmat̪ane
অসিদ্ধ,ɔʃid̪d̪ʰo
বেচা-কেনা,beca-kena
ঘের,gʰer
রিউল,riu̯l
তূণী,t̪uni
টুপী,tupi
যতিচিহ্ন,ɟot̪icinno
চিলম,cilm
গণিত,gonit̪o
পরস্পরবিরোধী,pɔrosporbirod̪ʰi
দ্বিচারিণী,d̪icarini
কবুলানো,kobulano
আত্মবর্গ,at̪t̪obɔrgo
থোপ,t̪ʰop
ভাঙ,bʰaŋ
বাঁটুল,batul
তুরঙ্গমী,t̪urɔŋgomi
বিলুণ্ঠন,biluntʰɔn
চুলাচুলি,culaculi
বিষয়সূচি,biʃɔʲʃuci
গুড়ূচী,guɽuci
শালী,ʃali
বিলাসী,bilaʃi
খুবসে,kʰubʃe
সিংহ,ʃiŋho
শুভ্র,ʃubʰro
জাহান্নামি,ɟahannami
ঢোলন,dʰolon
পীর,pir
অন্বিষ্ট,ɔnniʃto
মালঝাঁপ,malɟʰap
এয়োত,eʲot̪
বঙ্খুর,boŋkʰur
রূপকথা,rupkɔt̪ʰa
ভুনা-খিচুড়ি,bʰuna-kʰicuɽi
দাখিল,d̪akʰil
স্বরূপত,ʃɔrupɔt̪
কুশদ্বীপ,kuʃod̪d̪ip
খতখতেন,kʰɔt̪kʰɔt̪en
মাদারটিংকচার,mad̪artiŋkocar
তৈলিকগৃহ,t̪oi̯likgriho
পরমেশ,pɔromeʃ
পরাস্ত,pɔrast̪o
গেজলা,geɟla
উৎক্ষেপক,ut̪kʰepok
মঞ্চক,mɔncok
নাঞী,nani
ছন্দপাত,cʰɔnd̪opat̪
দ্বিপদী,d̪ipod̪i
বাছুনি,bacʰuni
শিল্প,ʃilpo
আনন্দকন্দ,anond̪okɔnd̪o
নাড়াবুনে,naɽabune
বিমিশ্র,bimisro
ঝোলে,ɟʰole
তাইতো,t̪ai̯t̪o
কিংবদন্তি,kiŋbɔd̪ont̪i
জ্ঞাতসিদ্ধান্ত,gæt̪ʃid̪d̪ʰant̪o
মজানে,mɔɟane
কামার,kamar
পেইন,pei̯n
প্রতিবোধ,prot̪ibod̪ʰ
প্যাঁক,pæk
নলিনী,nolini
তালাফী,t̪alapʰi
অ্যান্টিবায়োটিক,æntibaɟotik
গোচন্দন,gocond̪on
বারণাবত,baronabɔt̪
আরক্ষী,arokkʰi
ভূপালী,bʰupali
উপকরণ,upokɔron
সীস,ʃiʃ
দুচালা,d̪ucala
মহাপ্রস্থান,mɔhaprost̪ʰan
বিরহী-কাজরী,birohi-kaɟri
কুম্ভিকা,kumbʰika
গো-বেচারি,go-becari
কখনো,kɔkʰono
অভিনয়,obʰinɔʲ
মাছুয়া,macʰuʲa
ঝি,ɟʰi
ববমবম,bɔbombɔmobom
পাণ্ডবসখ,pandobɔʃokʰ
হাকুলি,hakuli
সুদী,ʃud̪i
খুদ্দ,kʰud̪d̪o
উরশী,urʃi
মুন্সেফ,munsepʰ
কুনজর,kunɟɔr
ঘিরানো,gʰirano
-জ,-ɟɔ
পাতশাহি,pat̪ʃahi
অচির,ɔcir
কেশকীট,keʃkit
ফলকথা,pʰɔlkɔt̪ʰa
বেলোয়রি,beloʲri
নাগী,nagi
পট্টীশ,pɔttiʃ
লাড়ু,laɽu
মকরাকর,mɔkrakɔr
চাঁচর,cacor
ঘিলু,gʰilu
কুলুপ,kulup
খরচান্ত,kʰɔrcant̪o
কৃতকর্মা,krit̪okɔrma
বিশ্রুত,bisrut̪
চহট,cɔhot
ঊর্ম্মিলা,urmila
পেম,pem
তাম্রলিপ্ত,t̪amrolipt̪o
নগরমার্গ,nɔgormargo
বরা,bɔra
পায়চারি,paʲcari
সিঁদুর,ʃid̪ur
পয়ান,pɔʲan
অরসিকেষু,ɔroʃikeʃu
বিধি,bid̪ʰi
বুনন,bunon
দৈবকী,d̪oi̯boki
কাফানি,kapʰani
দোছোট,d̪ocʰot
স্বতন্ত্রভাবে,ʃɔt̪ɔnt̪robʰabe
স্বজাতি,ʃɔɟat̪i
পূর্ণোপমা,purnopɔma
বস্তান,bɔst̪an
চতুশ্চত্বারিংশৎ,cot̪uʃcot̪t̪ariŋʃɔt̪
জাতিসংঘ,ɟat̪iʃɔŋgʰo
গৃহপোষ্য,grihopoʃʃo
শুদ্ধাচার,ʃud̪d̪ʰacar
উদর,ud̪ɔr
দুষ্কৃতী,d̪uʃkrit̪i
কলনাদী,kɔlonad̪i
জেয়,ɟeɟor
বাঁধাবাঁধি,bad̪ʰabad̪ʰi
লোফালুফি,lopʰalupʰi
দড়ীছেড়া,d̪oɽicʰeɽa
খয়ানো,kʰɔʲano
ধর্মী,d̪ʰormi
সাধারণতঃ,ʃad̪ʰaront̪ɔt̪o
কালি,kali
সুড়ত,ʃudorɔt̪
অরুণা,oruna
ট্যাঁসটেঁসে,tæstese
চকোয়া,cɔkoɟoga
ঝাঁজরি,ɟʰaɟri
সরট,ʃɔrt
এমামতি,emamot̪i
নবছিদ্র,nobcʰid̪ro
হাড়মাস,haɽmaʃ
পোখরি,pokʰri
দৃক্‌,d̪rik
ঋজুতা,riɟut̪a
বংশলোপ,bɔŋʃolop
রঙ্গিমা,roŋgima
অগ্নিবিম্ব,ɔgnibimbo
পোলিং,poliŋ
কাশীপ্রাপ্তি,kaʃiprapt̪i
ওগএরহ,ogerɔho
ঢলানে,dʰɔlane
নিদানকাল,nid̪ankal
গোধূম,god̪ʰum
দাঙ্গা-ফাসাদ,d̪aŋga-pʰaʃad̪
নিরঞ্জনা,nirɔnɟona
বীতশ্রদ্ধ,bit̪srod̪d̪ʰo
বিষদ,biʃɔd̪
ঠোস,tʰoʃ
নামধাম,namd̪ʰam
কথোপকথন,kɔt̪ʰopokɔt̪ʰon
শাখি,ʃakʰi
বিষফোঁড়,biʃpʰoɽ
তাইত,t̪ai̯t̪
আবেষ্টন,abeʃton
গড়ের,gɔɽer
মাটন,maton
মৎসর,mɔt̪ʃɔr
তিলেক,t̪ilek
ভিৎ,bʰit̪
আকামানো,akamano
জিলকি,ɟilki
ষট্‌চক্রভেদ,ʃɔtcɔkrobʰed̪
ভিটকিলিমি,bʰitkilimi
সুধাহর,ʃud̪ʰahor
ক্ষৌরমসৃণ,kʰou̯romsrin
মইসে,moi̯se
নীরস,nirɔʃ
কর্ম,kɔrmo
অভিচারী,obʰicari
আনীস,aniʃ
প্রসর্পণ,proʃɔrpon
কাঙ্গালিনী,kaŋgalini
তিপান্ন,t̪ipanno
বীরকুঞ্জর,birkunɟɔr
ফাঁদা,pʰad̪a
উপদ্বীপ,upod̪ip
অসুস্থতা,ɔʃust̪ʰot̪a
বিতণ্ডা,bit̪ɔnda
বসন্তের,bɔʃont̪er
সাদিত,ʃad̪it̪o
পাছড়ানো,pacʰɽano
ফনী,pʰoni
দ্বীন,d̪in
সাবহিত,ʃabhit̪o
উদ্ধতি,ud̪d̪ʰot̪i
সাপমাসি,ʃapmaʃi
সমাহর্ত্রী,ʃɔmahɔrt̪ri
আদবের,ad̪ober
বহুমূল্য,bohumullo
শেখজাদা,ʃekʰɟad̪a
চতুগুণিত,cot̪ugunit̪o
লূতিকা,lut̪ika
ঝঞ্ঝাট,ɟʰɔnɟʰat
নবাবী,nɔbabi
বেপথুমান,bept̪ʰuman
মোটেই,motei̯
সুরা,ʃura
স্তাম্বলি,st̪amboli
চপল,cɔpol
অধ্যাপয়িতা,od̪d̪ʰapoʲit̪a
চেটিকা,cetika
শৈলেন্দ্র,ʃoi̯lend̪ro
লিঙ্গপুরাণ,liŋgopuran
বেহারা,behara
স্তোত্র,st̪ot̪ro
জেঠা,ɟetʰa
উদ্দেশ,ud̪d̪eʃ
দেবাশ্রিত,d̪ebasrit̪o
প্রবাসন,probaʃon
চৈতন্যোদয়,coi̯t̪onnod̪ɟɔr
প্রপঞ্চময়,propɔncomɔʲ
কৌস্তুভ,kou̯st̪ubʰ
বটী,boti
খড়ক্কী,kʰɔɽokki
লক্ষ,lokkʰo
অবধান,ɔbod̪ʰan
দিগ্‌জ্ঞান,d̪iggæn
নিকষিত,nikʃit̪o
ষটপঞ্চাশৎ,ʃɔtpɔncaʃɔt̪
প্রার্থিকা,prart̪ʰika
নাথ,nat̪ʰ
একদেশ,ækd̪eʃ
উপশিরা,upoʃira
বনোয়ারী,bonoʷari
অকর্মিষ্ঠ,ɔkɔrmiʃtʰo
প্রচেতা,procet̪a
ডাঙর,daŋor
গাঁজ,gaɟ
রেহাননামা,rehannama
বক্রী,bokri
ধৃতব্রত,d̪ʰrit̪obrot̪o
নফীস,nopʰis
হাঁরে,hare
তুঁৎ,t̪ut̪
উচ্ছন্ন,uccʰɔnno
তূরী,t̪uri
সময়সেবী,ʃɔmɔʲʃebi
ছেলেমেয়ে,cʰelemeɟore
হলহলে,hɔlhole
দেওর,d̪eo̯r
অগ্নিবর্ধক,ɔgnibɔrd̪ʰok
রেউয়া,reu̯ʲa
পঞ্চকর্ম,pɔncokɔrmo
মোক্ষদায়ক,mokkʰod̪aʲok
পহরিয়া,pɔhoriʲa
পরিশ্রম,porisrom
গাঁট,gat
তেথর,t̪et̪ʰor
নির্ধনতা,nird̪ʰonɔt̪a
সুদক্ষিণ,ʃud̪okkʰin
খাতা,kʰat̪a
পণিতা,ponit̪a
বর্ণজ্ঞানহীন,bɔrnogænhin
ঠুসি,tʰuʃi
পোকা,poka
খুনজোশী,kʰunɟeaʃi
নানাসাহেব,nanaʃaheb
গলদ,gɔlod̪
জওসম,ɟɔo̯ʃɔm
অর্থসিদ্ধি,ɔrt̪ʰoʃid̪d̪ʰi
ভৈল,bʰoi̯lo
অম্বুনাথ,ɔmbunat̪ʰ
হস্তাবর্তিত,hɔst̪abort̪it̪o
দামনি,d̪amni
টপাটপ,tɔpatɔp
পঞ্চপাণ্ডব,pɔncopandob
ভক্ষক,bʰɔkkʰok
গৃহগোধা,grihogod̪ʰa
ব্যভিচারী,bæbʰicari
পুরাত্ত্ববিৎ,purat̪t̪obit̪
আয়ুর্বেদ,aɟɟʰurbed̪
ফণাধর,pʰɔnad̪ʰɔr
মাষকলাই,maʃkɔlai̯
আকুলি-ব্যাকুলি,akuli-bækuli
যাচনীয়,ɟaconiʲo
বৈবস্বত,boi̯boʃʃɔt̪o
ঘুরপথ,gʰurpɔt̪ʰ
তন্নিবন্ধন,t̪ɔnnibɔnd̪ʰon
ঔপধার্মিকতা,ou̯pod̪ʰarmikɔt̪a
হাইজাক,hai̯ɟak
আঁচড়া-,acda-
ফাউগ,pʰau̯g
মহামনস্বী,mɔhamonʃi
ডিউ,diu̯
প্রসঞ্জন,proʃɔnɟon
ডায়মন,daʲmon
নীড়,niɽ
মেহন্নত,mehonnɔt̪o
দুর্ভিতা,d̪urbʰit̪a
খোঁচানো,kʰocano
ফুলখড়ি,pʰulkʰoɽi
সারগ্রাহী,ʃargrahi
শোভাহীন,ʃobʰahin
বাহন,bahon
প্লবচর,plɔbocɔr
মূলনীতি,mulnit̪i
ব্যাখ্যা,bækkʰa
কুঞ্জিকাঠি,kunɟikatʰi
কটিবন্ধ,kotibɔnd̪ʰo
দুর্দিন,d̪urd̪in
ছেঁচড়ামি,cʰecdami
যমালয়,ɟɔmalɔʲ
ধোয়া,d̪ʰoʷa
জড়জগৎ,ɟɔdorɟɔgɔt̪
ভরতবাক্য,bʰɔrot̪bakko
মুুখরুচি,mukʰoruci
যৎসামান্য,ɟɔt̪ʃamanno
চোখেঠেকা,cokʰetʰeka
সন্ধানপুস্তক,ʃɔnd̪ʰanpust̪ok
ফলত,pʰɔlt̪o
পরচ্ছন্দানুবর্তী,pɔroccʰɔnd̪anubort̪i
জিঞ্জির,ɟinɟir
শরণার্থিন,ʃɔronart̪ʰin
ক্ষয়া,kʰɔʲa
সংহরণ,ʃɔŋhɔron
স্পন্দনহীন,spɔnd̪onhin
রণচণ্ডী,rɔnocɔndi
খোঁনা,kʰona
শ্রেয়োবোধ,sreɟobod̪ʰ
ছয়,cʰɔʲ
অশুদ্ধ,ɔʃud̪d̪ʰo
রূপদক্ষ,rupɔd̪okkʰo
নীলপূজা,nilpuɟa
নির্বাহ,nirbah
কেলিকুঞ্চিকা,kelikuncika
ভিন্নক্রম,bʰinnokrom
গ্রন্থি,gront̪ʰi
অকালপক্বতা,ɔkalpokkot̪a
অহহ,ɔhɔho
দক্তি,d̪okt̪i
উঠনা,utʰna
ভুসি,bʰuʃi
দৈর্ঘ্য,d̪oi̯rgʰo
তৈক্ষ্ণ্য,t̪oi̯kkʰno
সভ্যনামিক,ʃobbʰonamik
প্রত্যয়িত,prot̪t̪oʲit̪o
কনসার্ট,kɔnsart
অল্পাকাঙ্ক্ষা,ɔlpakaŋkʰa
খামোখা,kʰamokʰa
ঝাঁপনিয়া,ɟʰapniʲa
লাঠিসোটা,latʰiʃota
রুচিবাগীশ,rucibagiʃ
ছেঁচড়া,cʰecda
শাপা,ʃapa
মাসাশ,maʃaʃ
সরতা,ʃɔrt̪a
ঊর্ধ্বকণ্ঠ,urd̪ʰokɔntʰo
গোছাগোছা,gocʰagocʰa
মাজুষ,maɟuʃ
দমনীয়া,d̪ɔmoniʲa
গোমূর্খ,gomurkʰo
রসঘ্ন,rɔʃɔgʰno
ম্যাজিস্ট্রেট,mæɟistret
অতিপ্রজন,ot̪iproɟon
উপনিহিত,uponihit̪o
পুণ্ড্রক,pundrok
দোষারোপ,d̪oʃarop
হতমান,hɔt̪oman
অর্বাচীনতা,ɔrbacinot̪a
ঔৎপাতিক,out̪pat̪ik
তালিব-ই-ইলম,t̪alib-i-ilom
মদীয়,mod̪iʲo
প্রতিপালিতা,prot̪ipalit̪a
পৃথগ্বিধ,prit̪ʰogbid̪ʰo
সিন্দুরিয়া,ʃind̪uriɟa
জীবিকাজন,ɟibikaɟon
রোরুদ্যমানা,rorud̪d̪omana
একাত্ম,ækat̪t̪o
আজান,aɟan
আত্মাবলম্বিনী,at̪t̪abolombini
তরো-বেতরো,t̪ɔro-bet̪ro
পাসপোর্ট,pasport
মল্লিনাথ,mollinat̪ʰ
খাচ্চোর,kʰaccor
দাদলানো,d̪ad̪lano
আড়,ador
মহাজনিকী,mɔhaɟniki
সুস্বাগত,ʃuʃʃagɔt̪o
তোজীমহাল,t̪oɟimhal
অনেক,ɔnek
দহন,d̪ɔhon
ঠিলি,tʰili
গোলাপ,golap
জিদাজেদি,ɟid̪aɟed̪i
অইছে,oi̯cʰe
কুসুমাঞ্জলি,kuʃumanɟoli
উপপদ,upopɔd̪
যুড়া,ɟuda
ব্যবস্থাশাস্ত্র,bæbost̪ʰaʃast̪ro
গোঁজা,goɟa
দশক,d̪ɔʃok
একপেশে,ækpeʃe
দিগ্বিলীন,d̪igbilin
চকোরী,cɔkori
খড়কি,kʰɔɽki
ঝলঝলে,ɟʰɔlɟʰɔle
কালোঝুল,kaloɟʰul
ঝাঁঝি,ɟʰaɟʰi
সুট,ʃut
চন্দক,cɔnd̪ok
ধরণীভৃৎ,d̪ʰɔronibʰrit̪
মধুব্রত,mod̪ʰubrot̪o
ছিটা,cʰita
গর্ভকেশর,gɔrbʰokeʃor
দেঁতে,d̪et̪e
ভনভনানো,bʰɔnbʰɔnano
খাদ্য,kʰad̪d̪o
আন্দেশা,and̪eʃa
গণানো,gɔnano
মোত্তাকি,mot̪t̪aki
বীত,bit̪
অজু,ɔɟu
অদূরদর্শীতা,ɔd̪urod̪orʃit̪a
মর্জিয়া,mɔrɟiʲa
ধাওলা,d̪ʰao̯la
মওয়া,mɔo̯ʷa
দূরধীত,d̪urod̪ʰit̪o
ভঙ্গপয়ার,bʰɔŋgopɔʲar
অস্তিত্ব,ɔst̪it̪t̪o
কূটনীতি,kutnit̪i
পটীয়স,potiʲoʃ
খ্যাঁট,kʰæt
আঙ্গুল,aŋgul
গাহ,gah
পরিবহণ,poribɔhon
ধার্য,d̪ʰarɟo
কাঠগোলাপ,katʰgolap
স্মরণার্হ,ʃɔronarho
থুবড়নো,t̪ʰubɔɽono
ফিদিয়া,pʰid̪iʲa
বাটি,bati
প্রদর্শনী,prod̪orʃoni
ন্যায়তীর্থ,næʲt̪irt̪ʰo
অগৌরবর্ণ,ɔgou̯rbɔrno
রাজদুলাল,raɟd̪ulal
লতানিয়া,lɔt̪aniʲa
তেষ্টা,t̪eʃta
ভেড়াকান্ত,bʰeɽakant̪o
ধর্মভীরুতা,d̪ʰɔrmobʰirut̪a
নৈকষ্য,noi̯koʃʃo
জড়প্রায়,ɟɔɽopraɟor
গুলতরাস,gult̪ɔraʃ
জলপটি,ɟɔlpɔti
সাক্ষীসাবুদ,ʃakkʰiʃabud̪
তিপ্পান্ন,t̪ippanno
যাগ,ɟag
ছাগদাড়ি,cʰagd̪adori
আয়মাদার,aɟɟomad̪ar
রাজতন্ত্র,raɟt̪ɔnt̪ro
শরজাল,ʃɔrɟal
শশলাঞ্ছন,ʃɔʃlancʰon
ভঙ্গীমা,bʰoŋgima
অগ্নিসেবন,ɔgniʃebon
শৌর্যশালী,ʃou̯rɟoʃali
তীর্ণ,t̪irno
সংঘটন,ʃɔŋgʰɔton
জওয়ানি,ɟɔo̯ɟani
মিসিবাবা,misibaba
প্রতিজ্ঞা,prot̪igga
তইরী,t̪oi̯ri
দালমুট,d̪almut
কার্যাকার্য,karɟakarɟo
রমাপতি,rɔmapot̪i
রোহ,roho
নিশ্চয়তা,niʃcɔʲot̪a
পরিমণ্ডল,porimɔndol
টুলটুল,tultul
বিজনন,biɟɔnon
খাপানো,kʰapano
অসংশয়িত,ɔʃɔŋʃoɟorit̪o
জাহালাত,ɟahalat̪
বাঁও,bao
ইচ্ছেকৃত,iccʰekrit̪o
অষ্টবজ্র,ɔʃtobɔɟro
নভচারী,nɔbʰocari
মূঢ়,muɽʰo
যবুথবু,ɟobut̪ʰbu
ভিড়,bʰiɽ
মরুঝড়,moruɟʰɔɽ
কাটাই,katai̯
টুপা,tupa
ওয়াচগার্ড,oʷacgard
ওয়াশিলাত,oʷaʃilat̪
অজ্ঞানকৃত,ɔggænkrit̪o
ভূরিশ,bʰuriʃ
ক্ষেত্রিক,kʰet̪rik
আরাধনীয়,arad̪ʰoniʲo
ত্রিপঞ্চাশৎ,t̪ripɔncaʃɔt̪
বাগ্‌ধারা,bagd̪ʰara
মুলতানি,mult̪ani
ধাতুমল,d̪ʰat̪umɔl
ধ্বংসলীলা,d̪ʰɔŋʃolila
আউশ,au̯ʃ
ঘোষা,gʰoʃa
সরাই,ʃɔrai̯
চিত্রবিৎ,cit̪robit̪
ঢলঢলিয়া,dʰɔldʰoliʲa
অঙ্ঘ্রি,ɔŋgʰri
লোষ্ট্র,loʃtro
অনির্বাচ্য,ɔnirbacco
চিরাতা,cirat̪a
লতায়িত,lɔt̪aʲit̪o
ধব,d̪ʰɔb
কেয়াপাতা,keʲapat̪a
বল্লূর,bollur
জ্বালামুখী,ɟalamukʰi
আঁকজোক,akɟok
অনুস্বার,onuʃʃar
মহারথী,mɔharot̪ʰi
রেনেসাঁ,reneʃa
তাকে/তাহাকে,t̪akert̪ahake
বাগেবাগ,bagebag
কাকপদ,kakpɔd̪
দণ্ডবিধি,d̪ɔndobid̪ʰi
ধনপতি,d̪ʰɔnpot̪i
আনন্দ-মঞ্জুলা,anond̪o-mɔnɟula
তরঙ্গিণী,t̪ɔroŋgini
টেকর,tekɔr
শুণ্ডধর,ʃundod̪ʰɔr
থিয়সফি,t̪ʰiʲoʃpʰi
কেঠো,ketʰo
পূর্বাশা,purbaʃa
থাউকা,t̪ʰau̯ka
পরিচিতা,poricit̪a
অপৌরুষেয়,ɔpou̯ruʃeʲo
আগেকার,agekar
জায়সুদি,ɟaɟorʃud̪i
বিস্ময়ান্বিত,biʃʃɔʲannit̪o
সাটি,ʃati
খাট্টা,kʰatta
পঙ্কিলতা,poŋkilɔt̪a
লানৎ,lanɔt̪
ভূমিষ্ঠ,bʰumiʃtʰo
সহি,ʃohi
ধ্বংসকাল,d̪ʰɔŋʃokal
অগস্ট,ɔgosto
মহাপাত্র,mɔhapat̪ro
তক্ষণী,t̪okkʰoni
গোলা,gola
নীতিবিরুদ্ধ,nit̪ibirud̪d̪ʰo
প্রাঙ্‌মুখ,praŋmukʰ
অনবরোধ,ɔnɔborod̪ʰ
দামান্দ,d̪amand̪o
যমদ্বার,ɟɔmod̪d̪ar
সফরী,ʃɔpʰori
খারিজ,kʰariɟ
এমত,emɔt̪
নির্মীয়মাণ,nirmiʲoman
আস্তেব্যস্তে,ast̪ebæst̪e
গণলু,gɔnolu
ফিরকি,pʰirki
কুয়া,kuʲa
পাঁশুটে,paʃute
অচিকিৎসা,ɔcikit̪ʃa
অসিয়ত,ɔʃiɟɔrot̪o
রাক্ষসবিবাহ,rakkʰoʃbibaho
শ্রৌত,srou̯t̪o
অপযশ,ɔpoɟɔʃ
বিছুটী,bicʰuti
দ্রবণীয়,d̪roboniʲo
মধুপিঙ্গল,mod̪ʰupiŋgol
অমৃতি,ɔmrit̪i
ভৈইলি,bʰoi̯i̯li
মনমথমোহিনী,mɔnomɔt̪ʰmohini
গর্জানি,gɔrɟani
ফেরত,pʰerot̪
টিলা,tila
অহো,ɔho
তোশা,t̪oʃa
রূপান্তরিত,rupant̪orit̪o
ভিতর-বাড়ি,bʰit̪ɔr-baɽi
রাত্র,rat̪ro
লেপন,lepon
তিন্দুক,t̪ind̪uk
পাকদন্ডি,pakd̪ondi
ঘোড়দৌড়,gʰodod̪ou̯d̪ou̯do
সাদর,ʃad̪or
সার্কাসি,sarkasi
ইহলোক,ihlok
শাহাদাৎ,ʃahad̪at̪
দুর্ভেদ্যতা,d̪urbʰed̪d̪ot̪a
সরগম,ʃɔrgɔm
অন্ধিসন্ধি,ond̪ʰiʃɔnd̪ʰi
ঠুন,tʰun
নারিগো,narigo
আচ্ছাদনীয়,accʰad̪oniɟɔr
বিস্মৃত,bissrit̪o
আশীর্বাদী,aʃirbad̪i
ক্ষৈরেয়,kʰoi̯reʲo
মানানসহি,mananʃohi
মার্কণ্ডেয়,markɔndeʲo
নামী,nami
অগাস্ট,ɔgast
পঞ্চাম্ল,pɔncamlo
চিত্রনেত্রা,cit̪ronet̪ra
জলদেবতা,ɟɔld̪ebot̪a
রবিউল,robiu̯l
শিঙ্গাবাদন,ʃiŋgabad̪on
এইসা,ei̯sa
মা’বূদ,mabud̪
মাতুলি,mat̪uli
তুত্থক,t̪ut̪t̪ʰok
চৌথ,cou̯t̪ʰo
তকব্বরি,t̪ɔkbori
কিটকিটা,kitkita
ক্রোধন,krod̪ʰon
লঘূকৃত,lɔgʰukrit̪o
অসিপত্র,ɔʃipɔt̪ro
অনুবন্ধী,onubɔnd̪ʰi
মাতুলা,mat̪ula
ভজমানা,bʰɔɟmana
ভ্যানিটি,bʰæniti
পাটা,pata
খুঁৎ,kʰut̪
শৈবালিত,ʃoi̯balit̪o
মারুতি,marut̪i
পাউড়ী,pau̯ɽi
মুছানো,mucʰano
নাযাকত,naɟakɔt̪
অজিজ্ঞাসিত,ɔɟiggaʃit̪o
সদ্যোজাত,ʃod̪d̪oɟat̪
যুদ্ধবিগ্রহ,ɟud̪d̪ʰobigroho
জহীন,ɟohin
কুমুদনাথ,kumud̪nat̪ʰ
কুট্মল,kutmɔl
তখ্‌ৎ,t̪ɔkkʰɔt̪
আকাশব্যাপী,akaʃbæpi
জঠরবাস,ɟɔtʰorbaʃ
সরিয়ত,ʃoriʲot̪
উপলক্ষক,upolokkʰɔk
চোখে,cokʰe
অপেরণ,ɔperon
এনাম,enam
দাঁড়াশ,d̪aɽaʃ
অবিরল,ɔbirɔl
উপর্যুপরি,uporɟupori
উটকা,utka
বুরা,bura
নিদ্রোত্থিত,nid̪rot̪t̪ʰit̪o
ড,d
কান-ফাটা,kan-pʰata
পতত্র,pɔt̪ot̪ro
অভিশঙ্কা,obʰiʃɔŋka
রাজবিধি,raɟbid̪ʰi
মুক্তকেশী,mukt̪okeʃi
বিদ্রাবণ,bid̪rabon
টাক,tak
প্রতিভাত,prot̪ibʰat̪
রেক,rek
সারথ্য,ʃarot̪t̪ʰo
অশ্বযান,ɔʃʃoɟan
কুসুমকলি,kuʃumkoli
ঠেলা,tʰela
অসংগত,ɔʃɔŋgɔt̪o
বুক,buk
কখনই,kɔkʰoni
ভাড়াঁই,bʰaɽai̯
নেআলী,nea̯li
ঘুণ্টি,gʰunti
মঞ্চ,mɔnco
গন্নাকাটা,gɔnnakata
গড়িমসি,goɽimoʃi
খপোত,kʰɔpot̪
মনগড়া,mongɔɽa
লসৎ,lɔʃot̪
উপসেচন,upoʃecon
গুরুর,gurur
ঠোক্কর,tʰokkɔr
ফলাহার,pʰɔlahar
ন্যায়নিষ্ঠ,næʲniʃtʰo
ফোঁপরা,pʰopra
কৃৎ,krit̪
পাচরক-রস,pacork-rɔʃ
কহসি,kɔhoʃi
বৈতস,boi̯t̪oʃɔʃ
ভিদ্য,bʰid̪d̪o
উভবলী,ubʰoboli
উদ্‌যুক্ত,ud̪ɟukt̪o
পদ্মপত্র,pɔd̪d̪opɔt̪ro
কুসুমকোমল,kuʃumkomɔl
আতপক্লান্ত,at̪opɔklant̪o
তিষ্ঠুতে,t̪iʃtʰut̪e
ওর,or
অম্লানমুখ,ɔmlanmukʰ
বিভাজন,bibʰaɟon
আবিষ্কর্ত্রী,abiʃkɔrt̪ri
প্রসবী,proʃobi
জাতে,ɟat̪e
আনাম,anam
নগদি,nɔgod̪i
চক্ষে,cokkʰe
জোচ্চুরিপনা,ɟoccuripɔna
একপদী,ækpod̪i
মিরমুনশী,mirmunʃi
বিষণ্না,biʃɔnna
অকৃত,ɔkrit̪o
ফলোপধায়িনী,pʰɔlopod̪ʰaʲini
প্রবাদ,probad̪
চেল্লানো,cellano
উপাসনা,upaʃona
জ্ঞান-গম্মি,gæn-gɔmmi
নথ,nɔt̪ʰ
অজ্ঞতা,ɔggot̪a
অধ্যাত্ম,od̪d̪ʰat̪t̪o
অব্যভিচার,ɔbbobʰicar
উপায়,upaʲ
সোহহংতত্ত্ব,ʃohohɔŋt̪ɔt̪t̪o
জাড্য,ɟaddo
অলজ্জ,ɔlɔɟɟo
গুলনার,gulonar
খরাংশু,kʰɔraŋʃu
নিচয়,nicɔʲ
বরদাস্ত,bɔrd̪ast̪o
রাধাকান্ত,rad̪ʰakant̪o
অনতিপূর্বে,ɔnot̪ipurbe
পুঁটুলি,putuli
বহুল,bohul
সত্তর,ʃɔt̪t̪or
বদকার,bɔd̪kar
ভারিক,bʰarik
গিদ্ধড়,gid̪d̪ʰoɽɔɽ
শূন্যকুম্ভ,ʃunnokumbʰo
ইন্দুর,ind̪ur
নাগাল,nagal
বৈধব্য,boi̯d̪ʰobbo
অপচারী,ɔpocari
মণিমণ্ডিত,monimɔndit̪o
নকশা,nɔkʃa
তেওড়া,t̪eo̯ɽa
সেঙো,ʃeŋo
